image,noise_type,strength_luma,strength_chroma,psnr,ssim,output_path
pens.bmp,salt_pepper,0.5,0.5,28.472833748547078,0.6047073534231606,output/Additional\pens_salt_pepper_luma0.50_chroma0.50.png
pens.bmp,salt_pepper,0.5,0.9,28.449864922890868,0.6069261946092288,output/Additional\pens_salt_pepper_luma0.50_chroma0.90.png
pens.bmp,salt_pepper,0.9,0.1,28.411295179010267,0.5580989084543961,output/Additional\pens_salt_pepper_luma0.90_chroma0.10.png
pens.bmp,salt_pepper,0.9,0.5,28.37779952110017,0.5587721087884632,output/Additional\pens_salt_pepper_luma0.90_chroma0.50.png
pens.bmp,salt_pepper,0.9,0.9,28.363220148452942,0.5611878455216547,output/Additional\pens_salt_pepper_luma0.90_chroma0.90.png
pens.bmp,gaussian,0.1,0.1,31.4812319243573,0.8171902690187653,output/Additional\pens_gaussian_luma0.10_chroma0.10.png
pens.bmp,gaussian,0.1,0.5,30.669869462042392,0.8182235337434701,output/Additional\pens_gaussian_luma0.10_chroma0.50.png
pens.bmp,gaussian,0.1,0.9,30.461182497267423,0.8189061108648688,output/Additional\pens_gaussian_luma0.10_chroma0.90.png
pens.bmp,gaussian,0.5,0.1,29.469803799615274,0.6570095534152414,output/Additional\pens_gaussian_luma0.50_chroma0.10.png
pens.bmp,gaussian,0.5,0.5,29.212119139194282,0.6578294140146131,output/Additional\pens_gaussian_luma0.50_chroma0.50.png
pens.bmp,gaussian,0.5,0.9,29.120485004441043,0.6595110630231229,output/Additional\pens_gaussian_luma0.50_chroma0.90.png
pens.bmp,gaussian,0.9,0.1,29.044617937121874,0.6041058827492157,output/Additional\pens_gaussian_luma0.90_chroma0.10.png
pens.bmp,gaussian,0.9,0.5,28.857227677205096,0.605126598774586,output/Additional\pens_gaussian_luma0.90_chroma0.50.png
pens.bmp,gaussian,0.9,0.9,28.79785504184239,0.6064177768057641,output/Additional\pens_gaussian_luma0.90_chroma0.90.png
soccer.bmp,salt_pepper,0.1,0.1,29.37825476846085,0.3612659852469411,output/Additional\soccer_salt_pepper_luma0.10_chroma0.10.png
soccer.bmp,salt_pepper,0.1,0.5,29.19326731231027,0.36068707885799806,output/Additional\soccer_salt_pepper_luma0.10_chroma0.50.png
soccer.bmp,salt_pepper,0.1,0.9,29.152876812822555,0.3603158940827559,output/Additional\soccer_salt_pepper_luma0.10_chroma0.90.png
soccer.bmp,salt_pepper,0.5,0.1,28.415568798378814,0.4153974143469712,output/Additional\soccer_salt_pepper_luma0.50_chroma0.10.png
soccer.bmp,salt_pepper,0.5,0.5,28.354351434515728,0.41626637707914793,output/Additional\soccer_salt_pepper_luma0.50_chroma0.50.png
soccer.bmp,salt_pepper,0.5,0.9,28.357432448240147,0.41976624946068447,output/Additional\soccer_salt_pepper_luma0.50_chroma0.90.png
soccer.bmp,salt_pepper,0.9,0.1,28.271540549755983,0.337243357085689,output/Additional\soccer_salt_pepper_luma0.90_chroma0.10.png
soccer.bmp,salt_pepper,0.9,0.5,28.241509989981225,0.33830145482987667,output/Additional\soccer_salt_pepper_luma0.90_chroma0.50.png
soccer.bmp,salt_pepper,0.9,0.9,28.231849349791496,0.34091522482945624,output/Additional\soccer_salt_pepper_luma0.90_chroma0.90.png
soccer.bmp,gaussian,0.1,0.1,30.08120003837395,0.7550011774137184,output/Additional\soccer_gaussian_luma0.10_chroma0.10.png
soccer.bmp,gaussian,0.1,0.5,29.711575253254185,0.7559941217385885,output/Additional\soccer_gaussian_luma0.10_chroma0.50.png
soccer.bmp,gaussian,0.1,0.9,29.655756150820537,0.7594908270576823,output/Additional\soccer_gaussian_luma0.10_chroma0.90.png
soccer.bmp,gaussian,0.5,0.1,28.765206967655548,0.46005948446240164,output/Additional\soccer_gaussian_luma0.50_chroma0.10.png
soccer.bmp,gaussian,0.5,0.5,28.682212082832468,0.46088768126926327,output/Additional\soccer_gaussian_luma0.50_chroma0.50.png
soccer.bmp,gaussian,0.5,0.9,28.659046807848757,0.46342418350246634,output/Additional\soccer_gaussian_luma0.50_chroma0.90.png
soccer.bmp,gaussian,0.9,0.1,28.421867066024422,0.3725192477980197,output/Additional\soccer_gaussian_luma0.90_chroma0.10.png
soccer.bmp,gaussian,0.9,0.5,28.389006991676244,0.373981815417791,output/Additional\soccer_gaussian_luma0.90_chroma0.50.png
soccer.bmp,gaussian,0.9,0.9,28.373081652563496,0.37581848913865795,output/Additional\soccer_gaussian_luma0.90_chroma0.90.png
tiffany.bmp,salt_pepper,0.1,0.1,30.16739450698731,0.14561098408579576,output/Additional\tiffany_salt_pepper_luma0.10_chroma0.10.png
tiffany.bmp,salt_pepper,0.1,0.5,29.896851116561596,0.14535695545428914,output/Additional\tiffany_salt_pepper_luma0.10_chroma0.50.png
tiffany.bmp,salt_pepper,0.1,0.9,29.87368115076601,0.14429836903538548,output/Additional\tiffany_salt_pepper_luma0.10_chroma0.90.png
tiffany.bmp,salt_pepper,0.5,0.1,28.706084897185026,0.6500399513114185,output/Additional\tiffany_salt_pepper_luma0.50_chroma0.10.png
tiffany.bmp,salt_pepper,0.5,0.5,28.900940087973286,0.6501440233025944,output/Additional\tiffany_salt_pepper_luma0.50_chroma0.50.png
tiffany.bmp,salt_pepper,0.5,0.9,28.820465516070822,0.6524791617939396,output/Additional\tiffany_salt_pepper_luma0.50_chroma0.90.png
tiffany.bmp,salt_pepper,0.9,0.1,28.694178649778756,0.6184914667436245,output/Additional\tiffany_salt_pepper_luma0.90_chroma0.10.png
tiffany.bmp,salt_pepper,0.9,0.5,28.634465214075924,0.6188317947279365,output/Additional\tiffany_salt_pepper_luma0.90_chroma0.50.png
tiffany.bmp,salt_pepper,0.9,0.9,28.71661047346679,0.6204983501926847,output/Additional\tiffany_salt_pepper_luma0.90_chroma0.90.png
tiffany.bmp,gaussian,0.1,0.1,32.077019217686015,0.7934863346428592,output/Additional\tiffany_gaussian_luma0.10_chroma0.10.png
tiffany.bmp,gaussian,0.1,0.5,31.074899882247106,0.7893097264431281,output/Additional\tiffany_gaussian_luma0.10_chroma0.50.png
tiffany.bmp,gaussian,0.1,0.9,31.02039729749482,0.7976328015097737,output/Additional\tiffany_gaussian_luma0.10_chroma0.90.png
tiffany.bmp,gaussian,0.5,0.1,30.17276991529373,0.6676773265988438,output/Additional\tiffany_gaussian_luma0.50_chroma0.10.png
tiffany.bmp,gaussian,0.5,0.5,30.173442751318788,0.6661341833553468,output/Additional\tiffany_gaussian_luma0.50_chroma0.50.png
tiffany.bmp,gaussian,0.5,0.9,30.20255926685656,0.671273713581085,output/Additional\tiffany_gaussian_luma0.50_chroma0.90.png
tiffany.bmp,gaussian,0.9,0.1,29.56531131923895,0.631888509001239,output/Additional\tiffany_gaussian_luma0.90_chroma0.10.png
tiffany.bmp,gaussian,0.9,0.5,29.595943221858416,0.6295958661834405,output/Additional\tiffany_gaussian_luma0.90_chroma0.50.png
tiffany.bmp,gaussian,0.9,0.9,29.66783876809675,0.6328457253040395,output/Additional\tiffany_gaussian_luma0.90_chroma0.90.png
yacht.bmp,salt_pepper,0.1,0.1,29.935454932144,0.2953003301156753,output/Additional\yacht_salt_pepper_luma0.10_chroma0.10.png
yacht.bmp,salt_pepper,0.1,0.5,29.523353046636775,0.2950301385032829,output/Additional\yacht_salt_pepper_luma0.10_chroma0.50.png
yacht.bmp,salt_pepper,0.1,0.9,29.4291572960727,0.29441696096339254,output/Additional\yacht_salt_pepper_luma0.10_chroma0.90.png
yacht.bmp,salt_pepper,0.5,0.1,28.613396225895077,0.5704829467047713,output/Additional\yacht_salt_pepper_luma0.50_chroma0.10.png
yacht.bmp,salt_pepper,0.5,0.5,28.442079591854753,0.5712533004113656,output/Additional\yacht_salt_pepper_luma0.50_chroma0.50.png
yacht.bmp,salt_pepper,0.5,0.9,28.37858273475222,0.5723794750094042,output/Additional\yacht_salt_pepper_luma0.50_chroma0.90.png
yacht.bmp,salt_pepper,0.9,0.1,28.422795042210616,0.5282671463392765,output/Additional\yacht_salt_pepper_luma0.90_chroma0.10.png
yacht.bmp,salt_pepper,0.9,0.5,28.33552689836295,0.5296210191149535,output/Additional\yacht_salt_pepper_luma0.90_chroma0.50.png
yacht.bmp,salt_pepper,0.9,0.9,28.27767148925386,0.5300017897378319,output/Additional\yacht_salt_pepper_luma0.90_chroma0.90.png
yacht.bmp,gaussian,0.1,0.1,31.354845705331012,0.8034555878128956,output/Additional\yacht_gaussian_luma0.10_chroma0.10.png
yacht.bmp,gaussian,0.1,0.5,30.448092008212306,0.8028775078264303,output/Additional\yacht_gaussian_luma0.10_chroma0.50.png
yacht.bmp,gaussian,0.1,0.9,30.19446026589113,0.8043111377291658,output/Additional\yacht_gaussian_luma0.10_chroma0.90.png
yacht.bmp,gaussian,0.5,0.1,29.57007637931166,0.6105818029675482,output/Additional\yacht_gaussian_luma0.50_chroma0.10.png
yacht.bmp,gaussian,0.5,0.5,29.307871115445923,0.6111036511544815,output/Additional\yacht_gaussian_luma0.50_chroma0.50.png
yacht.bmp,gaussian,0.5,0.9,29.15282873813288,0.6114725180310427,output/Additional\yacht_gaussian_luma0.50_chroma0.90.png
yacht.bmp,gaussian,0.9,0.1,28.97919424835639,0.5595343057952095,output/Additional\yacht_gaussian_luma0.90_chroma0.10.png
yacht.bmp,gaussian,0.9,0.5,28.858718495154175,0.5602873874397509,output/Additional\yacht_gaussian_luma0.90_chroma0.50.png
yacht.bmp,gaussian,0.9,0.9,28.774889347086898,0.5616730851322429,output/Additional\yacht_gaussian_luma0.90_chroma0.90.png
cablecar.ppm,salt_pepper,0.1,0.1,30.20221018355519,0.23836046241374106,output/Additional\cablecar_salt_pepper_luma0.10_chroma0.10.png
cablecar.ppm,salt_pepper,0.1,0.5,29.96459573020934,0.23809357602825076,output/Additional\cablecar_salt_pepper_luma0.10_chroma0.50.png
cablecar.ppm,salt_pepper,0.1,0.9,29.944022446596573,0.23722894034559433,output/Additional\cablecar_salt_pepper_luma0.10_chroma0.90.png
cablecar.ppm,salt_pepper,0.5,0.1,28.274239685633713,0.5647049447781717,output/Additional\cablecar_salt_pepper_luma0.50_chroma0.10.png
cablecar.ppm,salt_pepper,0.5,0.5,28.239656884029078,0.5660916881722741,output/Additional\cablecar_salt_pepper_luma0.50_chroma0.50.png
cablecar.ppm,salt_pepper,0.5,0.9,28.22481895938051,0.5678274808476313,output/Additional\cablecar_salt_pepper_luma0.50_chroma0.90.png
cablecar.ppm,salt_pepper,0.9,0.1,28.167648710922172,0.5288968865053789,output/Additional\cablecar_salt_pepper_luma0.90_chroma0.10.png
cablecar.ppm,salt_pepper,0.9,0.5,28.16315732343892,0.529468150478906,output/Additional\cablecar_salt_pepper_luma0.90_chroma0.50.png
cablecar.ppm,salt_pepper,0.9,0.9,28.151990835540474,0.53139716864524,output/Additional\cablecar_salt_pepper_luma0.90_chroma0.90.png
cablecar.ppm,gaussian,0.1,0.1,31.534613651617143,0.8023516227823712,output/Additional\cablecar_gaussian_luma0.10_chroma0.10.png
cablecar.ppm,gaussian,0.1,0.5,31.068084713949958,0.8049315121646865,output/Additional\cablecar_gaussian_luma0.10_chroma0.50.png
cablecar.ppm,gaussian,0.1,0.9,31.00008472579576,0.809049983477245,output/Additional\cablecar_gaussian_luma0.10_chroma0.90.png
cablecar.ppm,gaussian,0.5,0.1,29.966018421103616,0.5993320496906054,output/Additional\cablecar_gaussian_luma0.50_chroma0.10.png
cablecar.ppm,gaussian,0.5,0.5,29.902148269446226,0.6001802324669561,output/Additional\cablecar_gaussian_luma0.50_chroma0.50.png
cablecar.ppm,gaussian,0.5,0.9,29.88371132849118,0.6032644974614251,output/Additional\cablecar_gaussian_luma0.50_chroma0.90.png
cablecar.ppm,gaussian,0.9,0.1,29.478934852089026,0.5550307765476195,output/Additional\cablecar_gaussian_luma0.90_chroma0.10.png
cablecar.ppm,gaussian,0.9,0.5,29.47941430393247,0.5556950831666729,output/Additional\cablecar_gaussian_luma0.90_chroma0.50.png
cablecar.ppm,gaussian,0.9,0.9,29.474364999815332,0.5570388478249214,output/Additional\cablecar_gaussian_luma0.90_chroma0.90.png
cornfield.ppm,salt_pepper,0.1,0.1,29.502578031494544,0.3597270229923234,output/Additional\cornfield_salt_pepper_luma0.10_chroma0.10.png
cornfield.ppm,salt_pepper,0.1,0.5,29.3499082023224,0.35902036702181245,output/Additional\cornfield_salt_pepper_luma0.10_chroma0.50.png
cornfield.ppm,salt_pepper,0.1,0.9,29.294339486636744,0.3585268702290049,output/Additional\cornfield_salt_pepper_luma0.10_chroma0.90.png
cornfield.ppm,salt_pepper,0.5,0.1,28.95730824322941,0.5082562282460129,output/Additional\cornfield_salt_pepper_luma0.50_chroma0.10.png
cornfield.ppm,salt_pepper,0.5,0.5,28.978559590094214,0.5099280877594203,output/Additional\cornfield_salt_pepper_luma0.50_chroma0.50.png
cornfield.ppm,salt_pepper,0.5,0.9,28.99906033276188,0.5116037553783643,output/Additional\cornfield_salt_pepper_luma0.50_chroma0.90.png
cornfield.ppm,salt_pepper,0.9,0.1,28.86363959005708,0.458090350531587,output/Additional\cornfield_salt_pepper_luma0.90_chroma0.10.png
cornfield.ppm,salt_pepper,0.9,0.5,28.889989283301066,0.4593338889525388,output/Additional\cornfield_salt_pepper_luma0.90_chroma0.50.png
cornfield.ppm,salt_pepper,0.9,0.9,28.91791806607218,0.4606317481501952,output/Additional\cornfield_salt_pepper_luma0.90_chroma0.90.png
cornfield.ppm,gaussian,0.1,0.1,31.030466879018007,0.8212841482415455,output/Additional\cornfield_gaussian_luma0.10_chroma0.10.png
cornfield.ppm,gaussian,0.1,0.5,30.805874774934278,0.823862287772917,output/Additional\cornfield_gaussian_luma0.10_chroma0.50.png
cornfield.ppm,gaussian,0.1,0.9,30.685471756318847,0.8266535339954494,output/Additional\cornfield_gaussian_luma0.10_chroma0.90.png
cornfield.ppm,gaussian,0.5,0.1,29.804944887219392,0.5313552830877132,output/Additional\cornfield_gaussian_luma0.50_chroma0.10.png
cornfield.ppm,gaussian,0.5,0.5,29.791454764399305,0.5330447401651636,output/Additional\cornfield_gaussian_luma0.50_chroma0.50.png
cornfield.ppm,gaussian,0.5,0.9,29.77573086968229,0.5353976160086347,output/Additional\cornfield_gaussian_luma0.50_chroma0.90.png
cornfield.ppm,gaussian,0.9,0.1,29.49258837932299,0.4720983170709451,output/Additional\cornfield_gaussian_luma0.90_chroma0.10.png
cornfield.ppm,gaussian,0.9,0.5,29.494256134232927,0.47266937078124943,output/Additional\cornfield_gaussian_luma0.90_chroma0.50.png
cornfield.ppm,gaussian,0.9,0.9,29.519351888039672,0.4743011357989871,output/Additional\cornfield_gaussian_luma0.90_chroma0.90.png
flower.ppm,salt_pepper,0.1,0.1,30.64916022716282,0.2422890035037276,output/Additional\flower_salt_pepper_luma0.10_chroma0.10.png
flower.ppm,salt_pepper,0.1,0.5,30.019320073154976,0.24134598607673594,output/Additional\flower_salt_pepper_luma0.10_chroma0.50.png
flower.ppm,salt_pepper,0.1,0.9,29.90577574852003,0.24046866334928202,output/Additional\flower_salt_pepper_luma0.10_chroma0.90.png
flower.ppm,salt_pepper,0.5,0.1,28.460715408663248,0.7072428806550476,output/Additional\flower_salt_pepper_luma0.50_chroma0.10.png
flower.ppm,salt_pepper,0.5,0.5,28.35535193650426,0.7081118659308204,output/Additional\flower_salt_pepper_luma0.50_chroma0.50.png
flower.ppm,salt_pepper,0.5,0.9,28.349233755816,0.7122636918756461,output/Additional\flower_salt_pepper_luma0.50_chroma0.90.png
flower.ppm,salt_pepper,0.9,0.1,28.270721773694255,0.6660028174007877,output/Additional\flower_salt_pepper_luma0.90_chroma0.10.png
flower.ppm,salt_pepper,0.9,0.5,28.208439789366167,0.6665200810215901,output/Additional\flower_salt_pepper_luma0.90_chroma0.50.png
flower.ppm,salt_pepper,0.9,0.9,28.206721882253134,0.6688072345910637,output/Additional\flower_salt_pepper_luma0.90_chroma0.90.png
flower.ppm,gaussian,0.1,0.1,33.15204369018461,0.888020079345082,output/Additional\flower_gaussian_luma0.10_chroma0.10.png
flower.ppm,gaussian,0.1,0.5,31.660872007188882,0.8886157016058106,output/Additional\flower_gaussian_luma0.10_chroma0.50.png
flower.ppm,gaussian,0.1,0.9,31.420533104153797,0.8923070029773741,output/Additional\flower_gaussian_luma0.10_chroma0.90.png
flower.ppm,gaussian,0.5,0.1,30.209283381591693,0.7565293688239213,output/Additional\flower_gaussian_luma0.50_chroma0.10.png
flower.ppm,gaussian,0.5,0.5,29.819243392002107,0.7575617122639994,output/Additional\flower_gaussian_luma0.50_chroma0.50.png
flower.ppm,gaussian,0.5,0.9,29.75213874086453,0.7601670560311338,output/Additional\flower_gaussian_luma0.50_chroma0.90.png
flower.ppm,gaussian,0.9,0.1,29.360269290527064,0.7079013836518684,output/Additional\flower_gaussian_luma0.90_chroma0.10.png
flower.ppm,gaussian,0.9,0.5,29.17774036522536,0.7091948340608554,output/Additional\flower_gaussian_luma0.90_chroma0.50.png
flower.ppm,gaussian,0.9,0.9,29.126500121571006,0.7109680461632061,output/Additional\flower_gaussian_luma0.90_chroma0.90.png
flowers.ppm,salt_pepper,0.1,0.1,29.740196398002595,0.2967380922538003,output/Additional\flowers_salt_pepper_luma0.10_chroma0.10.png
flowers.ppm,salt_pepper,0.1,0.5,29.37425514293494,0.29647112693250144,output/Additional\flowers_salt_pepper_luma0.10_chroma0.50.png
flowers.ppm,salt_pepper,0.1,0.9,29.26072791087853,0.2964022294079157,output/Additional\flowers_salt_pepper_luma0.10_chroma0.90.png
flowers.ppm,salt_pepper,0.5,0.1,28.517549480851518,0.4920330738895963,output/Additional\flowers_salt_pepper_luma0.50_chroma0.10.png
flowers.ppm,salt_pepper,0.5,0.5,28.289585849544245,0.49285609688438214,output/Additional\flowers_salt_pepper_luma0.50_chroma0.50.png
flowers.ppm,salt_pepper,0.5,0.9,28.23154403659807,0.493105735438242,output/Additional\flowers_salt_pepper_luma0.50_chroma0.90.png
flowers.ppm,salt_pepper,0.9,0.1,28.402433169575843,0.43340930817233136,output/Additional\flowers_salt_pepper_luma0.90_chroma0.10.png
flowers.ppm,salt_pepper,0.9,0.5,28.22330340599049,0.43380095647538847,output/Additional\flowers_salt_pepper_luma0.90_chroma0.50.png
flowers.ppm,salt_pepper,0.9,0.9,28.175447252117465,0.4346628409961766,output/Additional\flowers_salt_pepper_luma0.90_chroma0.90.png
flowers.ppm,gaussian,0.1,0.1,30.91120221395911,0.7877992246801045,output/Additional\flowers_gaussian_luma0.10_chroma0.10.png
flowers.ppm,gaussian,0.1,0.5,30.052027723826665,0.7856418626458884,output/Additional\flowers_gaussian_luma0.10_chroma0.50.png
flowers.ppm,gaussian,0.1,0.9,29.777008558565857,0.7833228397180175,output/Additional\flowers_gaussian_luma0.10_chroma0.90.png
flowers.ppm,gaussian,0.5,0.1,29.320486763585727,0.5387585849789499,output/Additional\flowers_gaussian_luma0.50_chroma0.10.png
flowers.ppm,gaussian,0.5,0.5,29.06826091069731,0.5386513646259579,output/Additional\flowers_gaussian_luma0.50_chroma0.50.png
flowers.ppm,gaussian,0.5,0.9,28.930357245116376,0.538526222527733,output/Additional\flowers_gaussian_luma0.50_chroma0.90.png
flowers.ppm,gaussian,0.9,0.1,29.014994344115863,0.46995822509233526,output/Additional\flowers_gaussian_luma0.90_chroma0.10.png
flowers.ppm,gaussian,0.9,0.5,28.86354271780541,0.4699276941517923,output/Additional\flowers_gaussian_luma0.90_chroma0.50.png
flowers.ppm,gaussian,0.9,0.9,28.72795147382279,0.4705078592396984,output/Additional\flowers_gaussian_luma0.90_chroma0.90.png
fruits.ppm,salt_pepper,0.1,0.1,30.006548571322462,0.2096352515083228,output/Additional\fruits_salt_pepper_luma0.10_chroma0.10.png
fruits.ppm,salt_pepper,0.1,0.5,29.642121288735005,0.20909178137879506,output/Additional\fruits_salt_pepper_luma0.10_chroma0.50.png
fruits.ppm,salt_pepper,0.1,0.9,29.54074925575736,0.20754011123578484,output/Additional\fruits_salt_pepper_luma0.10_chroma0.90.png
fruits.ppm,salt_pepper,0.5,0.1,29.10436159698385,0.5942272734928715,output/Additional\fruits_salt_pepper_luma0.50_chroma0.10.png
fruits.ppm,salt_pepper,0.5,0.5,29.015824870726142,0.595484115853817,output/Additional\fruits_salt_pepper_luma0.50_chroma0.50.png
fruits.ppm,salt_pepper,0.5,0.9,29.00025911012245,0.5976197413063946,output/Additional\fruits_salt_pepper_luma0.50_chroma0.90.png
fruits.ppm,salt_pepper,0.9,0.1,28.95881486131565,0.5699151158030071,output/Additional\fruits_salt_pepper_luma0.90_chroma0.10.png
fruits.ppm,salt_pepper,0.9,0.5,28.876774728782152,0.570645702217082,output/Additional\fruits_salt_pepper_luma0.90_chroma0.50.png
fruits.ppm,salt_pepper,0.9,0.9,28.847412083353404,0.5725130238504083,output/Additional\fruits_salt_pepper_luma0.90_chroma0.90.png
fruits.ppm,gaussian,0.1,0.1,31.84455251513436,0.784970072073226,output/Additional\fruits_gaussian_luma0.10_chroma0.10.png
fruits.ppm,gaussian,0.1,0.5,31.1368536498745,0.7892953979146413,output/Additional\fruits_gaussian_luma0.10_chroma0.50.png
fruits.ppm,gaussian,0.1,0.9,30.879455732913744,0.7926953487452757,output/Additional\fruits_gaussian_luma0.10_chroma0.90.png
fruits.ppm,gaussian,0.5,0.1,30.272720949510365,0.6362006348772695,output/Additional\fruits_gaussian_luma0.50_chroma0.10.png
fruits.ppm,gaussian,0.5,0.5,30.082044737978464,0.6373257058129268,output/Additional\fruits_gaussian_luma0.50_chroma0.50.png
fruits.ppm,gaussian,0.5,0.9,29.973711771016745,0.6400988922562848,output/Additional\fruits_gaussian_luma0.50_chroma0.90.png
fruits.ppm,gaussian,0.9,0.1,29.784764177687162,0.6031635996071641,output/Additional\fruits_gaussian_luma0.90_chroma0.10.png
fruits.ppm,gaussian,0.9,0.5,29.70793017323482,0.6043587445520133,output/Additional\fruits_gaussian_luma0.90_chroma0.50.png
fruits.ppm,gaussian,0.9,0.9,29.622444250265865,0.6063036772359347,output/Additional\fruits_gaussian_luma0.90_chroma0.90.png
girl.ppm,salt_pepper,0.1,0.1,30.328347145618707,0.245683770732586,output/Additional\girl_salt_pepper_luma0.10_chroma0.10.png
girl.ppm,salt_pepper,0.1,0.5,29.9605201415158,0.24542020106662318,output/Additional\girl_salt_pepper_luma0.10_chroma0.50.png
girl.ppm,salt_pepper,0.1,0.9,29.868555428266035,0.24479225141762717,output/Additional\girl_salt_pepper_luma0.10_chroma0.90.png
girl.ppm,salt_pepper,0.5,0.1,28.68773058598549,0.596910563312041,output/Additional\girl_salt_pepper_luma0.50_chroma0.10.png
girl.ppm,salt_pepper,0.5,0.5,28.579635217617955,0.5972332652780525,output/Additional\girl_salt_pepper_luma0.50_chroma0.50.png
girl.ppm,salt_pepper,0.5,0.9,28.55819803966824,0.5977877030767232,output/Additional\girl_salt_pepper_luma0.50_chroma0.90.png
girl.ppm,salt_pepper,0.9,0.1,28.443736020601467,0.5641416456828927,output/Additional\girl_salt_pepper_luma0.90_chroma0.10.png
girl.ppm,salt_pepper,0.9,0.5,28.381587067884055,0.5646359904723834,output/Additional\girl_salt_pepper_luma0.90_chroma0.50.png
girl.ppm,salt_pepper,0.9,0.9,28.376157930639145,0.5653450170880258,output/Additional\girl_salt_pepper_luma0.90_chroma0.90.png
girl.ppm,gaussian,0.1,0.1,31.761651530812113,0.7883127476146216,output/Additional\girl_gaussian_luma0.10_chroma0.10.png
girl.ppm,gaussian,0.1,0.5,30.79181510162554,0.7861048841229719,output/Additional\girl_gaussian_luma0.10_chroma0.50.png
